,ID,Commands,Label,seq_out
322,323,meet skyler at the bed and follow him to the dining room,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-follow.dest', 11), ('B-follow.dest', 10), ('I-follow.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
323,324,follow alex,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
324,325,tell me the pose of the person in the bedroom,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
325,326,robot please meet michael at the dishwasher and follow him,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-follow', 8), ('B-follow.per', 9)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per']"
326,327,navigate to the bed meet john and accompany him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
327,328,could you please deliver the crackers to me,"[('B-take', 3), ('B-take.per', 7), ('B-take.obj', 5)]","['O', 'O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'B-take.per']"
328,329,contact patricia at the couch and ask her to leave,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
329,330,go to the bed meet linda and follow her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
330,331,find alex at the end table and introduce it to james at the dining table,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-say', 7), ('B-say.obj', 8), ('B-say.dest', 14), ('B-say.dest', 13), ('I-say.dest', 14), ('B-say.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest', 'I-say.dest']"
331,332,find a person lying down in the corridor and answer a question,"[('B-find', 0), ('B-find.dest', 7), ('B-say', 9)]","['B-find', 'O', 'O', 'O', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'O', 'O']"
332,333,bring me the smallest object from the sink,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 7)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
333,334,take francis to the bed you will find her at the sink,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 7), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 11)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
334,335,could you find the fruits in the corridor,"[('B-find', 2), ('B-find.dest', 7)]","['O', 'O', 'B-find', 'O', 'O', 'O', 'O', 'B-find.dest']"
335,336,give me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
336,337,could you please bring me the fruits,"[('B-take', 3), ('B-take.per', 4)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O']"
337,338,please pick up the tray from the sink and put it on the bookcase,"[('B-take', 1), ('B-take.obj', 4), ('B-take.dest', 7), ('B-take', 9), ('B-take.obj', 10), ('B-take.dest', 13)]","['O', 'B-take', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest']"
338,339,navigate to the cupboard locate the tray and place it on the storage table,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.obj', 6), ('B-put', 8), ('B-put.obj', 9), ('B-put.dest', 13), ('B-put.dest', 12), ('I-put.dest', 13)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'B-find.obj', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest', 'I-put.dest']"
339,340,could you please tell me how many fruits there are on the counter,"[('B-say', 3), ('B-say.per', 4), ('B-say.dest', 12)]","['O', 'O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
340,341,could you answer a question to the person raising their right arm in the dining room,"[('B-say', 2), ('B-say.dest', 15), ('B-say.dest', 14), ('I-say.dest', 15)]","['O', 'O', 'B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
341,342,tell me which are the three biggest snacks on the counter,"[('B-say', 0), ('B-say.per', 1), ('B-say.obj', 7), ('B-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.obj', 'O', 'O', 'B-say.dest']"
342,343,please pick up the tray from the sink and place it on the end table,"[('B-take', 1), ('B-take.obj', 4), ('B-take.dest', 7), ('B-put', 9), ('B-put.obj', 10), ('B-put.dest', 14), ('B-put.dest', 13), ('I-put.dest', 14)]","['O', 'B-take', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest', 'I-put.dest']"
343,344,tell me the name of the person in the kitchen,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
344,345,could you please the living room,[],"['O', 'O', 'O', 'O', 'O', 'O']"
345,346,tell me what s the smallest object on the cupboard,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
346,347,please guide william to the exit you may find him at the dining table,"[('B-take', 1), ('B-take.per', 6), ('B-take.per', 2), ('B-take.dest', 5), ('B-find', 8), ('B-find.per', 9), ('B-find.dest', 13), ('B-find.dest', 12), ('I-find.dest', 13)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest']"
347,348,meet robert at the entrance follow him and navigate to the corridor,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
348,349,tell me how many fruits there are on the bookcase,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
349,350,robot please put the bowl on the sink,"[('B-take', 2), ('B-take.obj', 4), ('B-take.dest', 7)]","['O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
350,351,accompany francis from the sink to the end table,"[('B-take', 0), ('B-take.dest', 4), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest', 'I-take.dest']"
351,352,deliver drinks to me,"[('B-take', 0), ('B-take.per', 3), ('B-take.obj', 1)]","['B-take', 'B-take.obj', 'O', 'B-take.per']"
352,353,tell me the pose of the person at the end table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
353,354,find the fruits in the corridor,"[('B-find', 0), ('B-find.dest', 5)]","['B-find', 'O', 'O', 'O', 'O', 'B-find.dest']"
354,355,could you please the living room,[],"['O', 'O', 'O', 'O', 'O', 'O']"
355,356,go to the corridor locate a boy and answer a question,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-say', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'O', 'B-say', 'O', 'O']"
356,357,greet francis at the dishwasher and ask her to leave,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-say', 6), ('B-say.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
357,358,could you face patricia at the dining table and introduce it to francis at the bookcase,"[('B-find', 2), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-find.per', 3), ('B-say', 9), ('B-say.obj', 10), ('B-say.per', 12), ('B-say.dest', 15)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
358,359,could you meet charlie at the desk follow her and go to the corridor,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-follow', 7), ('B-follow.per', 8), ('B-go', 10), ('B-go.dest', 13)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
359,360,please bring the paprika from the corridor to the bookcase,"[('B-take', 1), ('B-take.obj', 3), ('B-take.dest', 9), ('B-take.dest', 6)]","['O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
360,361,tell me how many bowl there are on the bookcase,"[('B-say', 0), ('B-say.per', 1), ('B-say.obj', 4), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest']"
361,362,robot please meet francis at the entrance follow her and go to the corridor,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-follow', 7), ('B-follow.per', 8), ('B-go', 10), ('B-go.dest', 13)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
362,363,could you please tell me the name of the person in the dining room,"[('B-say', 3), ('B-say.per', 4), ('B-say.dest', 13), ('B-say.dest', 12), ('I-say.dest', 13)]","['O', 'O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
363,364,please grasp the tray from the storage table and place it on the dining table,"[('B-take', 1), ('B-take.obj', 3), ('B-take.dest', 7), ('B-take.dest', 6), ('I-take.dest', 7), ('B-put', 9), ('B-put.obj', 10), ('B-put.dest', 14), ('B-put.dest', 13), ('I-put.dest', 14)]","['O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest', 'I-put.dest']"
364,365,could you please the bedroom,[],"['O', 'O', 'O', 'O', 'O']"
365,366,navigate to the dining table meet charlie and escort him,"[('B-go', 0), ('B-go.dest', 4), ('B-go.dest', 3), ('I-go.dest', 4), ('B-find', 5), ('B-find.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-go', 'O', 'O', 'B-go.dest', 'I-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
366,367,please navigate to the couch meet charlie and follow him,"[('B-go', 1), ('B-go.dest', 4), ('B-find', 5), ('B-find.per', 6), ('B-follow', 8), ('B-follow.per', 9)]","['O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
367,368,meet patricia at the dishwasher and lead her to the sink,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-take', 6), ('B-take.per', 7), ('B-take.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
368,369,meet charlie at the dining table follow him and go to the dining room,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-go', 9), ('B-go.dest', 13), ('B-go.dest', 12), ('I-go.dest', 13)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
369,370,locate the fruits in the corridor,"[('B-find', 0), ('B-find.dest', 5)]","['B-find', 'O', 'O', 'O', 'O', 'B-find.dest']"
370,371,guide james to the dining table you may find him at the bookcase,"[('B-take', 0), ('B-take.per', 6), ('B-take.per', 1), ('B-take.dest', 5), ('B-take.dest', 4), ('I-take.dest', 5), ('B-find', 8), ('B-find.per', 9), ('B-find.dest', 12)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest', 'B-take.per', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
371,372,lead elizabeth from the desk to the couch,"[('B-take', 0), ('B-take.dest', 4), ('B-take.dest', 7), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
372,373,bring me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
373,374,meet william at the bookcase and take him to the entrance,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-take', 6), ('B-take.per', 7), ('B-take.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
374,375,tell me what s the smallest fruits on the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
375,376,face francis at the front entrance and introduce her to all the men in the corridor,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-say', 7), ('B-say.per', 8), ('B-say.dest', 15)]","['B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
376,377,robot please contact alex at the bookcase and introduce it to james at the dishwasher,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-say', 8), ('B-say.obj', 9), ('B-say.per', 11), ('B-say.dest', 14)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
377,378,follow robin from the bed to the living room,"[('B-follow', 0), ('B-follow.dest', 4), ('B-follow.dest', 8), ('B-follow.dest', 7), ('I-follow.dest', 8), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
378,379,meet mary at the dining table and follow her,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-follow', 'B-follow.per']"
379,380,please find charlie at the sink and guide him to his uber,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-take', 7), ('B-take.per', 8)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
380,381,face michael at the entrance and introduce it to james at the dishwasher,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-say', 6), ('B-say.obj', 7), ('B-say.per', 9), ('B-say.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
381,382,could you take the orange from the bookcase and give it to mary at the end table,"[('B-take', 2), ('B-take.obj', 4), ('B-take.dest', 7), ('B-take', 9), ('B-take.obj', 10), ('B-take.per', 12), ('B-take.dest', 16), ('B-take.dest', 15), ('I-take.dest', 16)]","['O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest']"
382,383,tell me what s the lightest object on the sink,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
383,384,could you meet elizabeth at the entrance and follow her to the bedroom,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-follow', 8), ('B-follow.per', 9), ('B-follow.dest', 12)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
384,385,meet charlie and accompany him,"[('B-find', 0), ('B-find.per', 1), ('B-take', 3), ('B-take.per', 4)]","['B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
385,386,follow charlie,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
386,387,could you tell me the pose of the person in the dining room,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 12), ('B-say.dest', 11), ('I-say.dest', 12)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
387,388,the corridor,[],"['O', 'O']"
388,389,tell me what s the thinnest object on the side table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
389,390,pick up the tray from the storage table and deliver it to me,"[('B-take', 0), ('B-take.obj', 3), ('B-take.dest', 7), ('B-take.dest', 6), ('I-take.dest', 7), ('B-take', 9), ('B-take.obj', 10), ('B-take.per', 12)]","['B-take', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'B-take.per']"
390,391,guide francis from the end table to the couch,"[('B-take', 0), ('B-take.dest', 8), ('B-take.dest', 5), ('B-take.dest', 4), ('I-take.dest', 5), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'O', 'B-take.dest']"
391,392,navigate to the dishwasher meet john and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
392,393,follow michael,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
393,394,meet skyler at the bed follow her and navigate to the kitchen,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
394,395,please navigate to the sink meet francis and take her,"[('B-go', 1), ('B-go.dest', 4), ('B-find', 5), ('B-find.per', 6), ('B-take', 8), ('B-take.per', 9)]","['O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
395,396,greet skyler at the end table and ask him to leave,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
396,397,could you go to the corridor locate a person pointing to the left and answer a question,"[('B-go', 2), ('B-go.dest', 5), ('B-find', 6), ('B-say', 14)]","['O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say', 'O', 'O']"
397,398,meet alex at the dishwasher follow her and navigate to the kitchen,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
398,399,tell me the gender of the person at the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
399,400,tell me how many cleaning stuff there are on the desk,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
400,401,tell me how many containers there are on the desk,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9), ('B-say.obj', 4)]","['B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest']"
401,402,could you locate a boy in the kitchen and answer a question,"[('B-find', 2), ('B-find.dest', 7), ('B-say', 9)]","['O', 'O', 'B-find', 'O', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'O', 'O']"
402,403,contact skyler at the end table and take her to her taxi,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-take', 7), ('B-take.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
403,404,robot please guide elizabeth from the desk to the dishwasher,"[('B-take', 2), ('B-take.dest', 6), ('B-take.dest', 9), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
404,405,contact francis at the bed and introduce it to john at the sink,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.obj', 7), ('B-say.dest', 12), ('B-say.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
